"HCPCS","Generic Name","Brand Name","Strength","SEER*Rx Category","Major Drug Class","Minor Drug Class","Oral (Y/N)","FDA Approval Year","FDA Discontinuation Year","CMS Effective Date","CMS Discontinuation Date","Status"
"NA","Pomalidomide","Pomalyst","4 mg","Immunotherapy","Immunomodulator","Thalidomide Analog","Yes","2013","","","","In Use"
"C9025","Ramucirumab","Cyramza","5 mg","Immunotherapy","Monoclonal Antibody","VEGFR","No","2014","","10/01/2014 00:00:00","12/31/2015 00:00:00","No Longer Used"
"J9308","Ramucirumab","Cyramza","5mg","Immunotherapy","Monoclonal Antibody","VEGFR","No","2014","","01/01/2016 00:00:00","","In Use"
"J9310","Rituximab","Rituxan","100 mg","Immunotherapy","Monoclonal Antibody","CD20","No","1997","","01/01/1999 00:00:00","","In Use"
"C9455","Siltuximab","Sylvant","10 mg","Immunotherapy","Monoclonal Antibody","IL-6","No","2014","","07/01/2015 00:00:00","12/31/2015 00:00:00","No Longer Used"
"J2860","Siltuximab","Sylvant","10 mg","Immunotherapy","Monoclonal Antibody","IL-6","No","2014","","01/01/2016 00:00:00","","In Use"
"C9273","Sipuleucel-T","Provenge","1 dose = minimum of 50 million autologous cd54+ cells activated  with pap-gm-csf","Immunotherapy","Immunomodulator","Prostatic Acid Phosphatase","No","2010","","10/01/2010 00:00:00","06/30/2011 00:00:00","No Longer Used"
"Q2043","Sipuleucel-T","Provenge","1 dose = minimum of 50 million autologous cd54+ cells activated  with pap-gm-csf","Immunotherapy","Immunomodulator","Prostatic Acid Phosphatase","No","2010","","07/01/2011 00:00:00","","In Use"
"J9325","Talimogene Laherparepvec","Imlygic","1 million plaque forming unites (PFU)","Immunotherapy","Therapeutic Cancer Vaccine","Oncolytic Virus","No","2015","","01/01/2017 00:00:00","","In Use"
"C9472","Talimogene Laherparepvec","Imlygic","1 million plaque forming unites (PFU)","Immunotherapy","Therapeutic Cancer Vaccine","Oncolytic Virus","No","2015","","04/01/2016 00:00:00","","In Use"
"NA","Thalidomide","Thalomid","200 mg","Immunotherapy","Immunomodulator","Thalidomide Analog","Yes","1998","","","","In Use"
"NA","Thalidomide","Thalomid","150 mg","Immunotherapy","Immunomodulator","Thalidomide Analog","Yes","1998","","","","In Use"
"NA","Thalidomide","Thalomid","100 mg","Immunotherapy","Immunomodulator","Thalidomide Analog","Yes","1998","","","","In Use"
"NA","Thalidomide","Thalomid","50 mg","Immunotherapy","Immunomodulator","Thalidomide Analog","Yes","1998","","","","In Use"
"Not yet assigned","Tisagenlecleucel","Kymriah","consult labeling","Immunotherapy","CAR-T","CD19","No","2017","","","","In Use"
"A9534","Tositumomab","Bexxar, Iodine i-131 Tositumomab, therapeutic","per MC","Immunotherapy","Radioimmunotherapy","CD20","No","2003","2014","07/01/2003 00:00:00","","In Use"
"A9545","Tositumomab","Bexxar, Iodine i-131 Tositumomab, therapeutic","Per treatment dose","Immunotherapy","Radioimmunotherapy","CD20","No","2003","2014","01/01/2006 00:00:00","","In Use"
"J9355","Trastuzumab","Herceptin","10 mg","Immunotherapy","Monoclonal Antibody","HER2","No","1998","","01/01/2000 00:00:00","","In Use"
"J3590","Immunotherapy - non specific","Unclassified biologics","NA","Immunotherapy","","","No","","","01/01/2003 00:00:00","","In Use"
"J8499","Immunotherapy - non specific","Prescription drug, oral, non chemotherapeutic, nos","NA","Immunotherapy","","","Yes","","","01/01/1995 00:00:00","","In Use"
"S9338","Immunotherapy - non specific","Home infusion therapy, immunotherapy","NA","Immunotherapy","","","No","","","01/01/2002 00:00:00","","In Use"
"S2107","Immunotherapy - non specific","Adoptive immunotherapy (ie development of specific anti-tumor reactivity)","NA","Immunotherapy","","","No","","","04/01/2002 00:00:00","","In Use"
"C9216","Abarelix","Plenaxis","10 mg","Hormonal Therapy","Androgen Receptor Inhibitor","LHRH antagonist","No","2003","2005","","01/01/2005 00:00:00","No Longer Used"
"J0128","Abarelix","Plenaxis","10 mg","Hormonal Therapy","Androgen Receptor Inhibitor","LHRH antagonist","No","2003","2005","","01/01/2005 00:00:00","No Longer Used"
"S0165","Abarelix","Plenaxis","100 mg","Hormonal Therapy","Androgen Receptor Inhibitor","LHRH antagonist","No","2003","2005","","01/01/2005 00:00:00","No Longer Used"
"NA","Abiraterone acetate","Zytiga","250 mg","Hormonal Therapy","Androgen Receptor Inhibitor","CYP17 Inhibitor","Yes","2011","","","","In Use"
"NA","Alitretinoin","Panretin","0.10%","Hormonal Therapy","Immunomodulator","Retinoic Acid Derivative","No","1999","","","","In Use"
"NA","Anastrozole","Arimidex","0.5 mg","Hormonal Therapy","Aromatase Inhibitor","","Yes","1995","","","","In Use"
"S0170","Anastrozole","Arimidex","1mg","Hormonal Therapy","Aromatase Inhibitor","","Yes","1995","","01/01/2002 00:00:00","","In Use"
"NA","Bicalutamide","Casodex","50 mg","Hormonal Therapy","Androgen Receptor Inhibitor","non-steriodal","Yes","1995","","","","In Use"
"NA","Chlorotrianisene","Anisene","12 mg","Hormonal Therapy","Estrogen","","Yes","1992","1997","","","In Use"
"NA","Cortisone Acetate","Cortisone Acetate","25 mg","Hormonal Therapy","Adrenal Glucocorticoid","Corticosteroid","Yes","1951","","","","In Use"
"J9155","Degarelix","Firmagon","1 mg","Hormonal Therapy","Androgen Receptor Inhibitor","GnRH Receptor Antagonist","No","2008","","01/01/2010 00:00:00","","In Use"
"J8540","Dexamethasone Oral","Baycadron, ZoDex, Decadron","0.25 mg","Hormonal Therapy","Adrenal Glucocorticoid","Corticosteroid","Yes","1983","","01/01/2006 00:00:00","","In Use"
"J1100","Dexamethasone Sodium Phosphate","Active Injection D, ReadySharp Dexamethasone 4, Dexacen, Dexacidin, Dexacort Phosphate, Dexameth, Dexasone, Dexasporin, Dexone, Dexsone, Dezone, Gammacorten, Hexadrol, Hexadrol Elixir, Hexadrol Tablets, Infectrol Sterile, Maxidex, Maxitrol, Miral, Mymethasone, Neo-Dexameth, Neodecadron, Neodexair, Ocu-Trol, Oradexon, PMS-Dexamethasone Sodium Phosphate, SK-Dexamethasone, Sofracort, Sofradex, Solurex, Spersadex, Sterile Dexamethasone Acetate, Tobradex, Turbinare Decaron Phosphate","1 mg","Hormonal Therapy","Adrenal Glucocorticoid","Corticosteroid","No","1958","","01/01/2001 00:00:00","","In Use"
"J1094","Dexamethasone Acetate","Dalalone DP, Decadron-LA","1 mg","Hormonal Therapy","Adrenal Glucocorticoid","Corticosteroid","No","1978","2014","01/01/2003 00:00:00","","In Use"
"NA","Diethylstilbestrol","DES, Stilbestrol","unspecified","Hormonal Therapy","Estrogen","","No","1905","2000","","","In Use"
"NA","Diethylstilbestrol","DES, Stilbestrol","unspecified","Hormonal Therapy","Estrogen","","Yes","1905","2000","","","In Use"
"NA","Enzalutamide","Xtandi","40 mg","Hormonal Therapy","Androgen Receptor Inhibitor","","Yes","2012","","","","In Use"
"NA","Estradiol","Estrace","0.5mg","Hormonal Therapy","Estrogen","","Yes","1998","","","","In Use"
"NA","Estradiol","Estrace","1 mg","Hormonal Therapy","Estrogen","","Yes","1998","","","","In Use"
"NA","Estradiol","Estrace","2 mg","Hormonal Therapy","Estrogen","","Yes","1998","","","","In Use"
"J1380","Estradiol Valerate","Delestrogen","10 mg","Hormonal Therapy","Estrogen","","No","1954","","01/01/1997 00:00:00","","In Use"
"NA","Estrogens, Esterified","Covaryx, Covaryx H.S., Menest, Ogen, Ortho-Est","0.3 mg","Hormonal Therapy","Estrogen","","Yes","1977","","","","In Use"
"NA","Estrogens, Esterified","Covaryx, Covaryx H.S., Menest, Ogen, Ortho-Est","0.625 mg","Hormonal Therapy","Estrogen","","Yes","1977","","","","In Use"
"NA","Estrogens, Esterified","Covaryx, Covaryx H.S., Menest, Ogen, Ortho-Est","1.25 mg","Hormonal Therapy","Estrogen","","Yes","1977","","","","In Use"
"NA","Estrogens, Esterified","Covaryx, Covaryx H.S., Menest, Ogen, Ortho-Est","2.5 mg","Hormonal Therapy","Estrogen","","Yes","1977","","","","In Use"
"S0156","Exemestane","Aromasin","25 mg","Hormonal Therapy","Aromatase Inhibitor","","Yes","1999","","01/01/2001 00:00:00","","In Use"
"NA","Fluoxymesterone","Androxy","10 mg","Hormonal Therapy","Androgen","","Yes","1983","","","","In Use"
"NA","Fluprednisolone Valerate","Alphadrol","1.5 mg","Hormonal Therapy","Adrenal Glucocorticoid","Corticosteroid","Yes","","","","","In Use"
"NA","Flutamide","Euflex, Eulexin","125 mg","Hormonal Therapy","Androgen Receptor Inhibitor","","Yes","1989","","","","In Use"
"J9395","Fulvestrant","Faslodex","25 mg","Hormonal Therapy","Estrogen Receptor Antagonist","","No","2002","","01/01/2004 00:00:00","","In Use"
"J9202","Goserelin Acetate","Zoladex","3.6 mg","Hormonal Therapy","GnRH Agonist","","No","1989","","01/01/1997 00:00:00","","In Use"
"J9226","Histrelin Acetate","Supprelin LA","50 mg","Hormonal Therapy","GnRH Agonist","","No","2004","","01/01/2008 00:00:00","","In Use"
"J9225","Histrelin Acetate","Vantas","50 mg","Hormonal Therapy","GnRH Agonist","","No","2004","","01/01/2008 00:00:00","","In Use"
"J1675","Histrelin Acetate","Supprelin LA, Vantas","10 mcg","Hormonal Therapy","GnRH Agonist","","No","2004","","01/01/2006 00:00:00","","In Use"
"J1720","Hydrocortisone Sodium Succinate","Cortef, Solu-CORTEF","100 mg","Hormonal Therapy","Adrenal Glucocorticoid","Corticosteroid","No","1952","","01/01/1997 00:00:00","","In Use"
"J1710","Hydrocortisone Sodium Phosphate","Hydrocortone","50 mg","Hormonal Therapy","Adrenal Glucocorticoid","Corticosteroid","No","1960","2004","01/01/1982 00:00:00","","In Use"
"J1729","Hydroxyprogesterone Caproate","Hydroxyprogesterone Caproate","10 mg","Hormonal Therapy","Progestin","","No","2011","","01/01/2018 00:00:00","","In Use"
"J1725","Hydroxyprogesterone Caproate","Hydroxyprogesterone Caproate","1 mg","Hormonal Therapy","Progestin","","No","2011","","01/01/2012 00:00:00","","In Use"
"J1726","Hydroxyprogesterone Caproate","Makena","10 mg","Hormonal Therapy","Progestin","","No","2011","","01/01/2018 00:00:00","","In Use"
"NA","isotretinoin","Absorica, Amnesteem, Claravis, Myorisan, Zenatane","many","Hormonal Therapy","Immunomodulator","Retinoic Acid Derivative","Yes","1982","","","","In Use"
"NA","Ketoconazole","Apo-Ketoconazole","200 mg","Hormonal Therapy","Androgen Receptor Inhibitor","Imidazole Derivative","Yes","1981","","","","In Use"
"C9237","Lanreotide Acetate","Somatuline Depot","1 mg","Hormonal Therapy","Somatostatin Analog","","No","2007","","01/01/2008 00:00:00","","In Use"
"J1930","Lanreotide Acetate","Somatuline Depot","1 mg","Hormonal Therapy","Somatostatin Analog","","No","2007","","01/01/2009 00:00:00","","In Use"
"NA","Letrozole","Femara","2.5 mg","Hormonal Therapy","Aromatase Inhibitor","","Yes","1997","","","","In Use"
"J1950","Leuprolide Acetate","Eligard, Lupron Depot, Viadur, Lupron","3.75 mg","Hormonal Therapy","GnRH Agonist","","No","1989","","01/01/1997 00:00:00","","In Use"
"J9217","Leuprolide Acetate","Eligard, Lupron Depot, Viadur, Lupron","7.5 mg","Hormonal Therapy","GnRH Agonist","","No","1989","","01/01/1997 00:00:00","","In Use"
"J9218","Leuprolide Acetate","Eligard, Lupron Depot, Viadur, Lupron","1 mg","Hormonal Therapy","GnRH Agonist","","No","1995","","01/01/1997 00:00:00","","In Use"
"J9219","Leuprolide Acetate Implant","Viadur","65 mg","Hormonal Therapy","GnRH Agonist","","No","2000","","01/01/2016 00:00:00","","In Use"
"C9430","Leuprolide Acetate","Eligard, Lupron Depot, Viadur, Lupron","1 mg","Hormonal Therapy","GnRH Agonist","","No","1995","","01/01/2004 00:00:00","01/01/2006 00:00:00","No Longer Used"
"J1050","Medroxyprogesterone Acetate","Depo-Provera, Depo-SubQ Provera, Provera","1 mg","Hormonal Therapy","Progestin","","No","1959","","01/01/2013 00:00:00","","In Use"
"J1051","Medroxyprogesterone Acetate","Depo-Provera, Depo-SubQ Provera 104, Provera","50 mg","Hormonal Therapy","Progestin","","No","1959","","01/01/2003 00:00:00","12/31/2012 00:00:00","No Longer Used"
"J7509","Methylprednisolone Acetate","Medrol, Medrol Acetate, SOLU-medrol, Methylpred DP","4 mg","Hormonal Therapy","Adrenal Glucocorticoid","Corticosteroid","Yes","1998","","01/01/2000 00:00:00","","In Use"
"J1040","Methylprednisolone Acetate","DEPO-Medrol, Medrol, Medrol Acetate, SOLU-medrol","80 mg","Hormonal Therapy","Adrenal Glucocorticoid","Corticosteroid","No","1959","","01/01/1997 00:00:00","","In Use"
"J1030","Methylprednisolone Acetate","DEPO-Medrol, Medrol, Medrol Acetate, SOLU-medrol","40 mg","Hormonal Therapy","Adrenal Glucocorticoid","Corticosteroid","No","1959","","01/01/1997 00:00:00","","In Use"
"J1020","Methylprednisolone Acetate","DEPO-Medrol, Medrol, Medrol Acetate, SOLU-medrol","20 mg","Hormonal Therapy","Adrenal Glucocorticoid","Corticosteroid","No","1959","","01/01/1997 00:00:00","","In Use"
"J2930","Methylprednisolone Sodium Succinate","A-Methapred, SOLU-medrol","125 mg","Hormonal Therapy","Adrenal Glucocorticoid","Corticosteroid","No","1959","","01/01/1997 00:00:00","","In Use"
"J2920","Methylprednisolone Sodium Succinate","A-Methapred, SOLU-medrol","40 mg","Hormonal Therapy","Adrenal Glucocorticoid","Corticosteroid","No","1959","","01/01/1997 00:00:00","","In Use"
"S0179","Megesterol","Megace","20 mg","Hormonal Therapy","Progestin","","Yes","2002","","","","In Use"
"NA","Methyltestosterone","Android, Methitest, Testred","10 mg","Hormonal Therapy","Androgen","","Yes","1982","","","","In Use"
"S0190","Mifepristone","Korlym, Mifeprex","200 mg","Hormonal Therapy","Antiprogestin","Cortisol Receptor Blocker","Yes","2000","","01/01/2001 00:00:00","","In Use"
"NA","Nilutamide","Anadron, Nilandron","150 mg","Hormonal Therapy","Androgen Receptor Inhibitor","","Yes","1996","","","","In Use"
"J2353","octreotide","sandostatin LAR","1 mg","Hormonal Therapy","Somatostatin Analog","","No","1998","","01/01/2004 00:00:00","","In Use"
"J2354","octreotide","sandostatin","25 mcg","Hormonal Therapy","Somatostatin Analog","","No","1998","","01/01/2004 00:00:00","","In Use"
"J2502","Pasireotide","Signifor, Signifor LAR","1 mg","Hormonal Therapy","Somatostatin Analog","","No","2012","","01/01/2016 00:00:00","","In Use"
"C9454","Pasireotide","Signifor, Signifor LAR","1 mg","Hormonal Therapy","Somatostatin Analog","","No","2012","","01/01/2016 00:00:00","","In Use"
"NA","Polyestradiol Phosphate","Estradurin, Estradurine","40 mg","Hormonal Therapy","Estrogen Derivative","","No","1957","","","08/08/2003 00:00:00","No Longer Used"
"J7510","Prednisolone","Flo-Pred [DSC], Millipred, Millipred DP, Orapred ODT, Orapred [DSC], Pediapred, Prednisone Intensol, Veripred 20,  Prednisolone Sodium Phosphate","5 mg","Hormonal Therapy","Adrenal Glucocorticoid","Corticosteroid","Yes","1955","","01/01/2000 00:00:00","","In Use"
"J2650","Prednisolone Acetate","Flo-Pred [DSC], Millipred, Millipred DP, Orapred ODT, Orapred [DSC], Pediapred, Prednisone Intensol, Veripred 20,  Prednisolone Sodium Phosphate","1 ml","Hormonal Therapy","Adrenal Glucocorticoid","Corticosteroid","No","1955","","01/01/1997 00:00:00","","In Use"
"NA","Prednisolone Tebutate","Hydeltra-TBA, Norpred TBA, Predalone T.B.A., Predate TBA, Predcor TBA, Prednisol TBA, Prednisolone TBA, TBA Pred","20 mg","Hormonal Therapy","Adrenal Glucocorticoid","Corticosteroid","No","1956","2003","","","In Use"
"J7512","Prednisone","Deltasone, PredniSONE Intensol, Rayos","1 mg","Hormonal Therapy","Adrenal Glucocorticoid","Corticosteroid","Yes","1974","","01/01/2016 00:00:00","","In Use"
"NA","Raloxifene Hydrochloride","Evista","60 mg","Hormonal Therapy","Selective Estrogen Receptor Modulator (SERM)","","Yes","1997","","","","In Use"
"S0187","Tamoxifen Citrate","Nolvadex, Nolvadex-D, Soltamox","10 mg","Hormonal Therapy","Selective Estrogen Receptor Modulator (SERM)","","Yes","1977","","01/01/2002 00:00:00","","In Use"
"NA","Testolactone","Teslac","250 mg","Hormonal Therapy","Androgen","","Yes","1970","","","06/25/2005 00:00:00","No Longer Used"
"J3120","Testosterone Enanthate","Testosterone Enanthate","100 mg","Hormonal Therapy","Androgen","","No","1953","","01/01/1982 00:00:00","01/01/2015 00:00:00","No Longer Used"
"J3121","Testosterone Enanthate","Testosterone Enanthate","1 mg","Hormonal Therapy","Androgen","","No","1953","","01/01/2015 00:00:00","","In Use"
"J3130","Testosterone Enanthate","Testosterone Enanthate","200 mg","Hormonal Therapy","Androgen","","No","1953","","01/01/1982 00:00:00","01/01/2015 00:00:00","No Longer Used"
"J3240","Thyrotropin alfa","Thyrogen","0.9 mg /1.1 ml vial","Hormonal Therapy","Thyroid Stimulating Hormone","","No","1998","","01/01/2003 00:00:00","","In Use"
"NA","Toremifene Citrate","Fareston","60 mg","Hormonal Therapy","Selective Estrogen Receptor Modulator (SERM)","","Yes","1997","","","","In Use"
"NA","tretinoin","Vesanoid","10 mg","Hormonal Therapy","Immunomodulator","Retinoic Acid Derivative","Yes","1995","","","","In Use"
"J3300","Triamcinolone","Kenalog, Aristocort","1 mg","Hormonal Therapy","Adrenal Glucocorticoid","Corticosteroid","No","1960","","01/01/2009 00:00:00","","In Use"
"J3301","Triamcinolone","Kenalog, Aristocort","10 mg","Hormonal Therapy","Adrenal Glucocorticoid","Corticosteroid","No","1960","","01/01/1991 00:00:00","","In Use"
"J7684","Triamcinolone","Kenalog Aristocort","1 mg","Hormonal Therapy","Adrenal Glucocorticoid","Corticosteroid","No","1960","","01/01/2000 00:00:00","","In Use"
"NA","Trilostane","Modrastane","60 mg, 120 mg","Hormonal Therapy","Adrenocortical suppressant","","Yes","1984","1994","","","In Use"
"J3315","Triptorelin Pamoate","Trelstar, Trelstar Mixject","3.75 mg","Hormonal Therapy","GnRH Agonist","","No","2000","","01/01/2003 00:00:00","","In Use"
"J0207","Amifostine","Ethyol","500 mg","Ancillary Therapy","Chemoprotective","Detoxifying Agent","No","1995","","01/01/1998 00:00:00","","In Use"
"NA","Aprepitant","Emend","125 mg","Ancillary Therapy","Antiemetic","Substance P/Neurokinin 1","Yes","2003","","","","In Use"
"NA","Aprepitant","Emend","80 mg","Ancillary Therapy","Antiemetic","Substance P/Neurokinin 1","Yes","2003","","","","In Use"
"NA","Aprepitant","Emend","40 mg","Ancillary Therapy","Antiemetic","Substance P/Neurokinin 1","Yes","2003","","","","In Use"
"J8501","Aprepitant","Emend","5 mg","Ancillary Therapy","Antiemetic","Substance P/Neurokinin 1","Yes","2003","","01/01/2005 00:00:00","","In Use"
"NA","Cervarix","Human papillomavirus vaccine","20 mcg vaccine","Ancillary Therapy","Protective Agent","HPV Vaccine","No","2009","2016","","","In Use"
"J0881","Darbepoetin alfa","Aranesp","1 mcg","Ancillary Therapy","Erythropoiesis-Stimulating Agent","","No","2001","","01/01/2006 00:00:00","","In Use"
"J1190","Dexrazoxane","Zinecard","250 mg","Ancillary Therapy","Chemoprotective","Detoxifying Agent","No","1995","","01/01/2007 00:00:00","","In Use"
"S0174","Dolasetron Mesylate","Anzemet","50 mg","Ancillary Therapy","Antiemetic","5HT3 Receptor Antagonist","Yes","1997","","01/01/2002 00:00:00","","In Use"
"Q0180","Dolasetron Mesylate","Anzemet","100 mg","Ancillary Therapy","Antiemetic","5HT3 Receptor Antagonist","Yes","1997","","04/01/1998 00:00:00","","In Use"
"J1260","Dolasetron Mesylate","Anzemet","10 mg","Ancillary Therapy","Antiemetic","5HT3 Receptor Antagonist","No","1997","","01/01/2000 00:00:00","","In Use"
"Q0167","Dronabinol","Marinol","2.5 mg","Ancillary Therapy","Antiemetic","CB1/CB2","Yes","1985","","04/01/1998 00:00:00","","In Use"
"Q0168","Dronabinol","Marinol","5 mg","Ancillary Therapy","Antiemetic","CB1/CB2","Yes","1985","","04/01/1998 00:00:00","","In Use"
"J0885","Epoetin Alfa","Epogen, Procrit","1000 units","Ancillary Therapy","Erythropoiesis-Stimulating Agent","","No","1989","","01/01/2006 00:00:00","","In Use"
"J1436","Etidronate Disodium","Didronel","300 mg","Ancillary Therapy","Bisphosphonate","","No","1977","","01/01/1990 00:00:00","","In Use"
"J1440","Filgrastim","Neupogen, Zarxio","300 mcg","Ancillary Therapy","Immunostimulant","Granulocyte Colony-Stimulating Factor","No","1991","","01/01/2014 00:00:00","12/31/2013 00:00:00","No Longer Used"
"J1441","Filgrastim","Neupogen, Zarxio","480 mcg","Ancillary Therapy","Immunostimulant","Granulocyte Colony-Stimulating Factor","No","1991","","01/01/2014 00:00:00","12/31/2013 00:00:00","No Longer Used"
"J1442","Filgrastim","Neupogen, Zarxio","1 mcg","Ancillary Therapy","Immunostimulant","Granulocyte Colony-Stimulating Factor","No","1991","","01/01/2016 00:00:00","","In Use"
"Q5101","Filgrastim","Neupogen, Zarxio","1 mcg","Ancillary Therapy","Immunostimulant","Granulocyte Colony-Stimulating Factor","No","1991","","07/01/2015 00:00:00","","In Use"
"J1446","Tbo-filgrastim","Granix","5 mcg","Ancillary Therapy","Immunostimulant","Granulocyte Colony-Stimulating Factor","No","2015","","01/01/2016 00:00:00","12/31/2015 00:00:00","No Longer Used"
"J1447","Tbo-filgrastim","Granix","1 mcg","Ancillary Therapy","Immunostimulant","Granulocyte Colony-Stimulating Factor","No","2015","","01/01/2016 00:00:00","","In Use"
"J1453","Fosaprepitant","Emend","150 mg","Ancillary Therapy","Antiemetic","Substance P/Neurokinin 1","No","2008","","01/01/2009 00:00:00","","In Use"
"NA","Gardasil","Human papillomavirus vaccine","","Ancillary Therapy","Protective Agent","HPV Vaccine","No","2006","2016","","","In Use"
"NA","Gardasil-9","Human papillomavirus vaccine","","Ancillary Therapy","Protective Agent","HPV Vaccine","No","2016","","","","In Use"
"C9293","Glucarpidase","Voraxaze","10 units","Ancillary Therapy","Chemoprotective","Antidote","No","2012","","01/01/2012 00:00:00","","In Use"
"J1627","Granisetron Hydrochloride Extended Release","Granisol [DSC], Sancuso, Sustol, Kytril","0.1 mg","Ancillary Therapy","Antiemetic","5HT3 Receptor Antagonist","No","2016","","01/01/2018 00:00:00","","In Use"
"J1626","Granisetron Hydrochloride","Granisol [DSC], Sancuso, Sustol, Kytril","100 mcg","Ancillary Therapy","Antiemetic","5HT3 Receptor Antagonist","No","1993","","01/01/2009 00:00:00","","In Use"
"Q0166","Granisetron Hydrochloride","Granisol [DSC], Sancuso, Sustol, Kytril","1 mg","Ancillary Therapy","Antiemetic","5HT3 Receptor Antagonist","Yes","1993","","01/01/2009 00:00:00","","In Use"
"S0091","Granisetron Hydrochloride","Granisol [DSC], Sancuso, Sustol, Kytril","1 mg","Ancillary Therapy","Antiemetic","5HT3 Receptor Antagonist","Yes","1993","","01/01/2002 00:00:00","","In Use"
"NA","Leucovorin Calcium","Calcium leucovorin, Lederfoline, Leucosar, Leucovorin rescue, Wellcovorin","15 mg","Ancillary Therapy","Chemoprotective","Antidote","Yes","1952","","01/01/1997 00:00:00","","In Use"
"NA","Leucovorin Calcium","Calcium leucovorin, Lederfoline, Leucosar, Leucovorin rescue, Wellcovorin","10 mg","Ancillary Therapy","Chemoprotective","Antidote","Yes","1952","","01/01/1997 00:00:00","","In Use"
"NA","Leucovorin Calcium","Calcium leucovorin, Lederfoline, Leucosar, Leucovorin rescue, Wellcovorin","15 mg","Ancillary Therapy","Chemoprotective","Antidote","Yes","1952","","01/01/1997 00:00:00","","In Use"
"NA","Leucovorin Calcium","Calcium leucovorin, Lederfoline, Leucosar, Leucovorin rescue, Wellcovorin","25 mg","Ancillary Therapy","Chemoprotective","Antidote","Yes","1952","","01/01/1997 00:00:00","","In Use"
"J0640","Leucovorin Calcium","Calcium leucovorin, Lederfoline, Leucosar, Leucovorin rescue, Wellcovorin","50 mg","Ancillary Therapy","Chemoprotective","Antidote","No","1952","","01/01/1997 00:00:00","","In Use"
"J0641","Levoleucovorin","Fusilev, Levoleucovorin","0.5 mg","Ancillary Therapy","Chemoprotective","Antidote","No","2008","","10/01/2019 00:00:00","","In Use"
"NA","Mesna","Mesnex","400 mg","Ancillary Therapy","Chemoprotective","Detoxifying Agent","Yes","2002","","","","In Use"
"J9209","Mesna","Mesna rescue, Mesnex, Mesna Novaplus, Uromitexan","200 mg","Ancillary Therapy","Chemoprotective","Detoxifying Agent","No","1988","","01/01/1990 00:00:00","","In Use"
"C9428","Mesna","Mesna rescue, Mesnex, Mesna Novaplus, Uromitexan","200 mg","Ancillary Therapy","Chemoprotective","Detoxifying Agent","No","1988","","01/01/2004 00:00:00","12/31/2005 00:00:00","No Longer Used"
"J8650","Nabilone","Cesamet","1 mg","Ancillary Therapy","Antiemetic","Cannabinoid","Yes","1985","","01/01/2007 00:00:00","","In Use"
